rid,aircraft,airport,model,impact,flight_date,damage,airline,origin,flight_phase,wildlife_size,sky_conditions,pilot_warned_flag,altitude_ft,heavy_flag
319667,Airplane,ORLANDO INTL,B-737-300,None,12/28/2011 0:00,No damage,SOUTHWEST AIRLINES,Florida,Approach,Small,No Cloud,N,95,Yes
319575,Airplane,SACRAMENTO INTL,B-737-300,Precautionary Landing,12/28/2011 0:00,No damage,SOUTHWEST AIRLINES,California,Climb,Medium,No Cloud,N,"1,000",Yes
319574,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,B-757-200,Precautionary Landing,12/28/2011 0:00,Damage,DELTA AIR LINES,Florida,Climb,Large,Some Cloud,Y,800,Yes
319576,Airplane,SACRAMENTO INTL,A-319,Other,12/28/2011 0:00,Damage,US AIRWAYS,California,Approach,Large,Some Cloud,Y,"3,000",No
319577,Airplane,WICHITA MID-CONTINENT ARPT,CITATIONJET,None,12/29/2011 0:00,No damage,BUSINESS,Kansas,Approach,Large,No Cloud,N,400,No
319673,Airplane,LOUISVILLE INTL ARPT,MD-11,None,12/29/2011 0:00,No damage,UPS AIRLINES,Kentucky,Approach,Small,Some Cloud,Y,20,No
319675,Airplane,DENVER INTL AIRPORT,B-737-300,None,12/30/2011 0:00,No damage,SOUTHWEST AIRLINES,Colorado,Approach,Medium,No Cloud,Y,200,Yes
319683,Airplane,GEORGE BUSH INTERCONTINENTAL,EMB-145,None,12/31/2011 0:00,No damage,ATLANTIC SOUTHEAST,Texas,Landing Roll,Small,Overcast,Y,0,No
200142,Airplane,KANSAS CITY INTL,MD-80,None,1/2/2000 0:00,No damage,TRANS WORLD AIRLINES,Missouri,Approach,Large,No Cloud,N,350,No
206078,Airplane,CHICAGO MIDWAY INTL ARPT,LEARJET-31,Precautionary Landing,3/5/2000 0:00,Damage,BUSINESS,Illinois,Take-off run,Medium,No Cloud,Y,0,No
200097,Airplane,INDIANAPOLIS INTL,B-737-300,Precautionary Landing,3/11/2000 0:00,Damage,UNITED AIRLINES,Indiana,Climb,Small,Overcast,N,200,Yes
201743,Airplane,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,3/21/2000 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,Small,Overcast,N,100,No
200586,Airplane,NEWARK LIBERTY INTL ARPT,B-757-200,Precautionary Landing,3/25/2000 0:00,Damage,CONTINENTAL AIRLINES,New Jersey,Climb,Large,No Cloud,Y,"2,500",Yes
201545,Airplane,METRO OAKLAND INTL,B-737-300,Precautionary Landing,4/6/2000 0:00,No damage,SOUTHWEST AIRLINES,California,Take-off run,Small,No Cloud,Y,0,Yes
202666,Airplane,METRO OAKLAND INTL,BE-400 BJET,None,4/13/2000 0:00,No damage,BUSINESS,California,Approach,Small,Some Cloud,N,85,No
200946,Airplane,SAVANNAH INTL,B-727-100,None,6/10/2000 0:00,Damage,FEDEX EXPRESS,Georgia,Approach,Small,No Cloud,N,10,No
202368,Airplane,DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,6/25/2000 0:00,No damage,AMERICAN AIRLINES,Texas,Landing Roll,Small,No Cloud,N,0,No
203150,Airplane,DALLAS/FORT WORTH INTL ARPT,SAAB-340,Aborted Take-off,6/26/2000 0:00,Damage,AMERICAN EAGLE AIRLINES,Texas,Take-off run,Small,Overcast,N,0,No
200299,Airplane,TETERBORO AIRPORT,C-650,Precautionary Landing,7/18/2000 0:00,Damage,BUSINESS,New Jersey,Climb,Small,Some Cloud,Y,10,No
201693,Airplane,PORT COLUMBUS INTL,B-737-300,None,7/21/2000 0:00,No damage,SOUTHWEST AIRLINES,Ohio,Landing Roll,Small,Some Cloud,N,0,Yes
202519,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,DHC8 DASH 8,None,7/27/2000 0:00,No damage,PIEDMONT AIRLINES,North Carolina,Landing Roll,Small,No Cloud,N,0,No
201242,Airplane,LINCOLN MUNICIPAL,SAAB-340,None,8/24/2000 0:00,No damage,MESABA AIRLINES,Nebraska,Take-off run,Small,Overcast,N,0,No
200439,Airplane,MYRTLE BEACH INTL,MD-80,None,10/3/2000 0:00,No damage,SPIRIT AIRLINES,South Carolina,Landing Roll,Small,No Cloud,N,0,No
201307,Airplane,LEWISTON-NEZ PERCE CO ARPT,DHC8 DASH 8,None,10/9/2000 0:00,No damage,HORIZON AIR,Idaho,Take-off run,Small,No Cloud,N,0,No
205613,Airplane,AKRON-CANTON MUNICIPAL,BE-400 BJET,None,10/25/2000 0:00,Damage,BUSINESS,Ohio,Approach,Small,Overcast,N,200,No
202634,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,DC-9,Aborted Take-off,11/1/2000 0:00,Damage,NORTHWEST AIRLINES,Alabama,Take-off run,Small,No Cloud,Y,0,No
206282,Airplane,WESTCHESTER COUNTY ARPT,GULFAERO IV,None,11/7/2000 0:00,Damage,BUSINESS,New York,Climb,Medium,Some Cloud,Y,5,No
204940,Airplane,KUNSAN,MD-11,Other,11/7/2000 0:00,Damage,ZANTOP INTL AIRLINES,N/A,Climb,Large,Some Cloud,N,"2,000",No
210285,Airplane,SANTA BARBARA MUNICIPAL,EMB-120,None,11/16/2000 0:00,Damage,SKYWEST AIRLINES,California,Landing Roll,Small,No Cloud,N,0,No
203381,Airplane,CHARLESTON AFB/INTL ARPT,A-319,Aborted Take-off,11/19/2000 0:00,Damage,US AIRWAYS,South Carolina,Take-off run,Medium,Overcast,N,0,No
204692,Airplane,SOUTHWEST FLORIDA INTL ARPT,MD-80,None,12/20/2000 0:00,No damage,SPIRIT AIRLINES,Florida,Landing Roll,Small,No Cloud,Y,0,No
207664,Airplane,BALTIMORE WASH INTL,B-737-200,None,1/31/2001 0:00,No damage,US AIRWAYS,Maryland,Approach,Small,No Cloud,Y,100,Yes
212695,Airplane,SALT LAKE CITY INTL,B-737-300,None,2/12/2001 0:00,No damage,SOUTHWEST AIRLINES,Utah,Landing Roll,Small,Overcast,Y,0,Yes
209318,Airplane,KAHULUI ARPT,DC-9-50,None,2/19/2001 0:00,No damage,HAWAIIAN AIR,Hawaii,Approach,Small,Some Cloud,N,15,No
206135,Airplane,CHARLES DE GAULLE,B-767-300,Precautionary Landing,4/2/2001 0:00,Damage,AMERICAN AIRLINES,N/A,Climb,Medium,No Cloud,N,"14,000",Yes
213036,Airplane,METRO OAKLAND INTL,GULFAERO IV,Precautionary Landing,7/2/2001 0:00,No damage,BUSINESS,California,Take-off run,Small,No Cloud,N,0,No
207527,Airplane,DENVER INTL AIRPORT,B-737-800,None,7/11/2001 0:00,No damage,AMERICAN AIRLINES,Colorado,Take-off run,Small,No Cloud,N,0,Yes
209791,Airplane,DALLAS/FORT WORTH INTL ARPT,MD-80,None,7/26/2001 0:00,No damage,AMERICAN AIRLINES,Texas,Landing Roll,Small,No Cloud,N,0,No
206964,Airplane,WILMINGTON INTL,GULFSTREAM V,None,7/28/2001 0:00,No damage,BUSINESS,North Carolina,Take-off run,Small,Some Cloud,N,0,No
209905,Airplane,SALT LAKE CITY INTL,B-727-200,None,7/30/2001 0:00,No damage,DELTA AIR LINES,Utah,Approach,Small,No Cloud,N,600,No
203604,Airplane,ROANOKE REGIONAL,BA-41 JETSTR,None,8/3/2001 0:00,No damage,ATLANTIC COAST AIRLINES,Virginia,Approach,Small,Some Cloud,N,5,No
211178,Airplane,DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/8/2001 0:00,Damage,AMERICAN AIRLINES,Texas,Landing Roll,Small,Some Cloud,Y,0,No
206840,Airplane,CHICAGO MIDWAY INTL ARPT,C-172,None,8/15/2001 0:00,No damage,BUSINESS,Illinois,Approach,Small,Overcast,Y,30,No
212361,Airplane,JOHN F KENNEDY INTL,A-300,Precautionary Landing,8/19/2001 0:00,No damage,AMERICAN AIRLINES,New York,Take-off run,Small,No Cloud,Y,0,No
208131,Airplane,HARRISBURG INTL,DHC8 DASH 8,None,8/21/2001 0:00,No damage,AIR CANADA,Pennsylvania,Take-off run,Small,No Cloud,Y,0,No
211378,Airplane,NEWARK LIBERTY INTL ARPT,A-300,None,8/24/2001 0:00,No damage,AMERICAN AIRLINES,New Jersey,Take-off run,Small,No Cloud,Y,0,No
207695,Airplane,HARRISBURG INTL,MD-80,None,8/29/2001 0:00,No damage,US AIRWAYS,Pennsylvania,Landing Roll,Small,No Cloud,Y,0,No
207646,Airplane,DALLAS/FORT WORTH INTL ARPT,B-767-200,None,9/1/2001 0:00,No damage,DELTA AIR LINES,Texas,Landing Roll,Small,Overcast,N,0,Yes
208840,Airplane,RALEIGH-DURHAM INTL,B-737-700,None,9/21/2001 0:00,No damage,SOUTHWEST AIRLINES,North Carolina,Climb,Small,Overcast,Y,700,Yes
210199,Airplane,DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,9/29/2001 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,No Cloud,N,0,No
209841,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,10/3/2001 0:00,No damage,COMAIR AIRLINES,Kentucky,Landing Roll,Small,No Cloud,Y,0,No
204452,Airplane,THEODORE FRANCIS GREEN STATE,CL-RJ100/200,None,10/11/2001 0:00,No damage,UNKNOWN,Rhode Island,Take-off run,Small,No Cloud,Y,0,No
209597,Airplane,BUFFALO-NIAGARA INTL,B-737-400,Engine Shut Down,10/29/2001 0:00,Damage,US AIRWAYS,New York,Approach,Large,No Cloud,N,100,Yes
213644,Airplane,ROCHESTER INTL,FOKKER F100,None,11/15/2001 0:00,No damage,AMERICAN AIRLINES,Minnesota,Take-off run,Small,No Cloud,N,0,No
212100,Airplane,DALLAS/FORT WORTH INTL ARPT,A-319,None,11/15/2001 0:00,No damage,US AIRWAYS,Texas,Landing Roll,Small,Some Cloud,N,0,No
216018,Airplane,SKYLARK FIELD,SAAB-340,Precautionary Landing,12/6/2001 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Take-off run,Small,Some Cloud,N,0,No
206315,Airplane,SAN FRANCISCO INTL ARPT,A-319,None,1/14/2002 0:00,No damage,AMERICA WEST AIRLINES,California,Landing Roll,Small,Overcast,N,0,No
211494,Airplane,SAN FRANCISCO INTL ARPT,A-319,None,1/15/2002 0:00,No damage,AMERICA WEST AIRLINES,California,Landing Roll,Small,Overcast,Y,0,No
212760,Airplane,NASHVILLE INTL,FOKKER F100,None,2/14/2002 0:00,No damage,AMERICAN AIRLINES,Tennessee,Approach,Small,Some Cloud,N,200,No
210751,Airplane,NASHVILLE INTL,B-757-200,None,2/17/2002 0:00,No damage,DELTA AIR LINES,Tennessee,Approach,Small,No Cloud,Y,100,Yes
213196,Airplane,ORLANDO SANFORD INTL AIRPORT,PA-44 SEMINOLE,None,3/5/2002 0:00,No damage,BUSINESS,Florida,Approach,Small,No Cloud,N,15,No
211413,Airplane,SACRAMENTO INTL,B-737-300,None,3/12/2002 0:00,No damage,SOUTHWEST AIRLINES,California,Approach,Small,Overcast,N,30,Yes
216777,Airplane,BURKE LAKEFRONT,BE-400 BJET,Aborted Take-off,5/8/2002 0:00,Damage,BUSINESS,Ohio,Take-off run,Medium,Overcast,N,0,No
209419,Airplane,GREATER PITTSBURGH,B-737-400,None,5/24/2002 0:00,No damage,US AIRWAYS,Pennsylvania,Approach,Small,No Cloud,N,500,Yes
211700,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,A-319,Aborted Take-off,6/26/2002 0:00,Damage,US AIRWAYS,North Carolina,Take-off run,Medium,Overcast,N,0,No
213687,Airplane,LAGUARDIA NY,A-320,None,8/2/2002 0:00,Damage,UNITED AIRLINES,New York,Approach,Medium,Some Cloud,N,75,No
211576,Airplane,HARRISBURG INTL,CL-RJ100/200,None,8/3/2002 0:00,No damage,COMAIR AIRLINES,Pennsylvania,Landing Roll,Small,Some Cloud,Y,0,No
215447,Airplane,LOGAN INTL,DORNIER 328,Precautionary Landing,8/6/2002 0:00,No damage,ATLANTIC COAST AIRLINES,Massachusetts,Climb,Small,Some Cloud,Y,20,No
213351,Airplane,SAN FRANCISCO INTL ARPT,B-757-200,Precautionary Landing,8/7/2002 0:00,Damage,NORTHWEST AIRLINES,California,Climb,Small,No Cloud,Y,10,Yes
216776,Airplane,LOUISVILLE INTL ARPT,MD-80,None,8/25/2002 0:00,No damage,DELTA AIR LINES,Kentucky,Approach,Small,Some Cloud,Y,50,No
219561,Airplane,KANSAS CITY INTL,CL-RJ100/200,None,8/30/2002 0:00,No damage,COMAIR AIRLINES,Missouri,Landing Roll,Small,Some Cloud,N,0,No
211516,Airplane,LOGAN INTL,MD-80,None,9/2/2002 0:00,No damage,AMERICAN AIRLINES,Massachusetts,Approach,Small,Overcast,Y,100,No
218355,Airplane,KAHULUI ARPT,B-737-200,None,9/12/2002 0:00,No damage,ALOHA AIRLINES,Hawaii,Climb,Small,No Cloud,N,50,Yes
219883,Airplane,JAMES M COX DAYTON INTL,BA-41 JETSTR,Precautionary Landing,9/13/2002 0:00,Damage,ATLANTIC COAST AIRLINES,Ohio,Climb,Small,Some Cloud,N,50,No
214301,Airplane,ST AUGUSTINE,CITATION X,Precautionary Landing,9/22/2002 0:00,No damage,BUSINESS,Florida,Landing Roll,Small,Some Cloud,N,0,No
217504,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,CITATION II,Aborted Take-off,9/22/2002 0:00,Damage,FLIGHT OPTIONS,Alabama,Take-off run,Small,Overcast,Y,0,No
215828,Airplane,KANSAS CITY INTL,B-737-300,None,9/22/2002 0:00,No damage,UNITED AIRLINES,Missouri,Climb,Small,No Cloud,Y,50,Yes
213733,Airplane,DALLAS/FORT WORTH INTL ARPT,MD-80,None,9/28/2002 0:00,No damage,AMERICAN AIRLINES,Texas,Landing Roll,Small,No Cloud,Y,0,No
219950,Airplane,PIEDMONT TRIAD INTL,B-737-300,None,10/13/2002 0:00,Damage,US AIRWAYS,North Carolina,Approach,Large,Overcast,N,10,Yes
219305,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,11/27/2002 0:00,No damage,DELTA AIR LINES,Kentucky,Approach,Small,Some Cloud,Y,100,No
216550,Airplane,NAPA COUNTY ARPT,C-172,None,12/18/2002 0:00,Damage,BUSINESS,California,Landing Roll,Small,Some Cloud,Y,0,No
215877,Airplane,SKYLARK FIELD,SAAB-340,None,1/1/2003 0:00,Damage,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,No Cloud,Y,20,No
218629,Airplane,GRANT COUNTY ARPT,B-747-400,None,1/23/2003 0:00,No damage,JAPAN AIRLINES,Washington,Take-off run,Small,No Cloud,N,0,No
218079,Airplane,TEHACHAPI MUNICIPAL ARPT,HOMEBUILT,None,1/27/2003 0:00,Damage,PRIVATELY OWNED,California,Descent,Medium,No Cloud,N,"1,500",No
217352,Airplane,TRENTON MERCER ARPT,DA-2000,None,1/29/2003 0:00,No damage,PRIVATELY OWNED,New Jersey,Climb,Small,Overcast,Y,20,No
219549,Airplane,SAN FRANCISCO INTL ARPT,B-747-400,Precautionary Landing,2/2/2003 0:00,Damage,AIR CHINA,California,Climb,Small,No Cloud,N,10,No
218086,Airplane,SAN FRANCISCO INTL ARPT,B-767-200,Aborted Take-off,2/18/2003 0:00,No damage,UNITED AIRLINES,California,Take-off run,Small,No Cloud,N,0,Yes
217957,Airplane,MEMPHIS INTL,DC-10-10,None,2/19/2003 0:00,Damage,FEDEX EXPRESS,Tennessee,Approach,Small,No Cloud,Y,"2,300",Yes
221564,Airplane,SAN FRANCISCO INTL ARPT,B-737-300,Other,4/15/2003 0:00,Damage,UNITED AIRLINES,California,Take-off run,Small,Overcast,N,0,Yes
219493,Airplane,NASHVILLE INTL,B-737-300,Other,6/21/2003 0:00,No damage,SOUTHWEST AIRLINES,Tennessee,Approach,Small,No Cloud,Y,20,Yes
221259,Airplane,DALLAS/FORT WORTH INTL ARPT,B-757-200,Engine Shut Down,6/26/2003 0:00,Damage,AMERICAN AIRLINES,Texas,Take-off run,Small,Overcast,Y,0,Yes
217153,Airplane,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,7/12/2003 0:00,No damage,AMERICAN AIRLINES,Texas,Landing Roll,Small,Some Cloud,N,0,Yes
223889,Airplane,SACRAMENTO INTL,B-737-300,None,7/20/2003 0:00,No damage,DELTA AIR LINES,California,Take-off run,Small,No Cloud,Y,0,Yes
224139,Airplane,SACRAMENTO INTL,B-737,None,7/29/2003 0:00,No damage,DELTA AIR LINES,California,Take-off run,Small,No Cloud,Y,0,Yes
219429,Airplane,GROTON-NEW LONDON AR,CITATION X,None,8/24/2003 0:00,No damage,SWIFT AIR,Connecticut,Approach,Small,No Cloud,Y,10,No
221945,Airplane,SAN FRANCISCO INTL ARPT,A-320,None,8/25/2003 0:00,No damage,AIR CANADA,California,Approach,Small,No Cloud,N,100,No
225097,Airplane,MEMPHIS INTL,AVRO RJ 85,Precautionary Landing,9/15/2003 0:00,No damage,MESABA AIRLINES,Tennessee,Climb,Small,No Cloud,Y,60,No
222597,Airplane,DALLAS/FORT WORTH INTL ARPT,B-737,None,9/19/2003 0:00,Damage,ATA AIRLINES,Texas,Take-off run,Small,Some Cloud,Y,0,Yes
224534,Airplane,NEW CASTLE COUNTY,GULFAERO IV,Precautionary Landing,10/5/2003 0:00,No damage,BUSINESS,Delaware,Climb,Small,No Cloud,N,20,No
222275,Airplane,NAPA COUNTY ARPT,C-172,None,10/8/2003 0:00,No damage,BUSINESS,California,Approach,Small,No Cloud,N,15,No
226238,Airplane,SEATTLE-TACOMA INTL,B-737-700,None,10/13/2003 0:00,No damage,SOUTHWEST AIRLINES,Washington,Approach,Small,Overcast,N,25,Yes
219895,Airplane,AUSTIN-BERGSTROM INTL,MD-80,None,10/14/2003 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,Small,No Cloud,N,800,No
227201,Airplane,RONALD REAGAN WASHINGTON NATL,A-319,None,11/5/2003 0:00,No damage,US AIRWAYS,DC,Take-off run,Medium,Some Cloud,N,0,No
225603,Airplane,ST LOUIS DOWNTOWN,LEARJET-24,Engine Shut Down,11/12/2003 0:00,Damage,BUSINESS,Illinois,Climb,Small,No Cloud,N,500,No
220745,Airplane,RICHMOND INTL,CL-RJ100/200,Aborted Take-off,11/19/2003 0:00,No damage,ATLANTIC COAST AIRLINES,Virginia,Take-off run,Small,Overcast,N,0,No
219261,Airplane,BRADLEY INTL,A-319,None,11/20/2003 0:00,No damage,NORTHWEST AIRLINES,Connecticut,Landing Roll,Small,Overcast,N,0,No
225146,Airplane,BARKLEY REGIONAL ARPT,BA-31 JETSTR,None,12/7/2003 0:00,Damage,BUSINESS,Kentucky,Landing Roll,Small,No Cloud,N,0,No
221786,Airplane,JOHN F KENNEDY INTL,A-320,Precautionary Landing,12/13/2003 0:00,No damage,JETBLUE AIRWAYS,New York,Take-off run,Small,No Cloud,Y,0,No
221779,Airplane,EVANSVILLE REGIONAL,SAAB-340,None,1/17/2004 0:00,No damage,MESABA AIRLINES,Indiana,Approach,Small,Overcast,Y,50,No
218044,Airplane,JACQUELINE COCHRAN REGIONAL ARPT,GULFAERO IV,None,2/22/2004 0:00,Damage,BUSINESS,California,Climb,Large,Overcast,N,200,No
228026,Airplane,PORTLAND INTL (OR),B-737-300,Precautionary Landing,3/29/2004 0:00,No damage,SOUTHWEST AIRLINES,Oregon,Climb,Small,No Cloud,Y,150,Yes
228774,Airplane,DALLAS LOVE FIELD ARPT,C-560,None,5/5/2004 0:00,Damage,BUSINESS,Texas,Approach,Small,No Cloud,N,10,No
225237,Airplane,EUGENIO MARIA DE HOSTOS ARPT,ATR-72,Other,6/7/2004 0:00,No damage,AMERICAN EAGLE AIRLINES,Puerto Rico,Taxi,Small,No Cloud,N,0,No
229872,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,6/11/2004 0:00,No damage,COMAIR AIRLINES,Kentucky,Approach,Small,Overcast,Y,50,No
227611,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,A-319,None,7/22/2004 0:00,No damage,US AIRWAYS,North Carolina,Approach,Small,No Cloud,N,50,No
227766,Airplane,NAPA COUNTY ARPT,BE-60 DUKE,None,7/25/2004 0:00,No damage,PRIVATELY OWNED,California,Take-off run,Small,No Cloud,Y,0,No
224265,Airplane,PHILADELPHIA INTL,B-717-200,None,8/7/2004 0:00,No damage,AIRTRAN AIRWAYS,Pennsylvania,Landing Roll,Small,No Cloud,Y,0,No
226956,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DORNIER 328,Precautionary Landing,8/16/2004 0:00,No damage,ATLANTIC COAST AIRLINES,Kentucky,Climb,Small,Some Cloud,Y,10,No
230055,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,Precautionary Landing,8/20/2004 0:00,Damage,DELTA AIR LINES,Kentucky,Take-off run,Small,Overcast,Y,0,No
229363,Airplane,LEHIGH VALLEY INTL,BE-1900,None,8/28/2004 0:00,No damage,AIR GEORGIAN,Pennsylvania,Take-off run,Small,No Cloud,Y,0,No
227988,Airplane,NEWPORT NEWS/WILLIAMSBURG INTL,DHC8 DASH 8,Aborted Take-off,9/1/2004 0:00,No damage,PIEDMONT AIRLINES,Virginia,Take-off run,Medium,Some Cloud,Y,0,No
233237,Airplane,LAGUARDIA NY,A-319,Aborted Take-off,9/28/2004 0:00,Damage,US AIRWAYS,New York,Take-off run,Small,Overcast,N,0,No
231503,Airplane,PHILADELPHIA INTL,HAWKER 800,None,10/5/2004 0:00,No damage,NETJETS,Pennsylvania,Landing Roll,Small,No Cloud,Y,0,No
225648,Airplane,LAMBERT-ST LOUIS INTL,CL-600,None,10/13/2004 0:00,No damage,FLIGHT OPTIONS,Missouri,Approach,Small,Some Cloud,Y,"1,980",No
224822,Airplane,BARROW COUNTY ARPT,RKWLTRBO 690,Engine Shut Down,10/13/2004 0:00,Damage,BUSINESS,Georgia,Climb,Large,Some Cloud,N,50,No
235285,Airplane,LIHUE ARPT,B-717-200,None,10/17/2004 0:00,No damage,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Some Cloud,Y,0,No
228665,Airplane,ST AUGUSTINE,CITATION II,None,10/27/2004 0:00,No damage,BUSINESS,Florida,Landing Roll,Small,Some Cloud,N,0,No
226816,Airplane,NEWARK LIBERTY INTL ARPT,EMB-145,Precautionary Landing,10/27/2004 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Climb,Small,Some Cloud,N,"1,250",No
234642,Airplane,MANCHESTER AIRPORT,A-319,None,11/1/2004 0:00,No damage,US AIRWAYS,New Hampshire,Climb,Small,No Cloud,N,100,No
230333,Airplane,HAYWARD EXECUTIVE ARPT,CIRRUS SR 20/22,Precautionary Landing,12/8/2004 0:00,Damage,BUSINESS,California,Take-off run,Large,Overcast,N,0,No
234560,Airplane,BOWERMAN ARPT,BE-200 KING,None,12/21/2004 0:00,Damage,BUSINESS,Washington,Take-off run,Small,Overcast,N,0,No
228263,Airplane,BOWERMAN ARPT,HAWKER 1000,Precautionary Landing,1/7/2005 0:00,Damage,BUSINESS,Washington,Climb,Small,Overcast,N,10,No
230337,Airplane,METRO OAKLAND INTL,DORNIER 328,Aborted Take-off,2/5/2005 0:00,No damage,BUSINESS,California,Take-off run,Small,Overcast,Y,0,No
227530,Airplane,CLEVELAND-HOPKINS INTL ARPT,A-320,None,2/26/2005 0:00,No damage,AMERICA WEST AIRLINES,Ohio,Approach,Small,No Cloud,Y,50,No
231449,Airplane,JOHN F KENNEDY INTL,B-757-200,None,3/6/2005 0:00,No damage,AMERICA WEST AIRLINES,New York,Take-off run,Small,Some Cloud,Y,0,Yes
232161,Airplane,METRO OAKLAND INTL,C-208,Precautionary Landing,3/24/2005 0:00,No damage,BUSINESS,California,Climb,Small,Overcast,Y,600,No
234685,Airplane,TUPELO MUNICIPAL,BE-400 BJET,Precautionary Landing,4/1/2005 0:00,Damage,BUSINESS,Mississippi,Climb,Small,Overcast,N,300,No
235323,Airplane,EPPLEY AIRFIELD,B-737-700,None,4/20/2005 0:00,No damage,SOUTHWEST AIRLINES,Nebraska,Climb,Small,Overcast,N,50,Yes
233224,Airplane,LOS ANGELES INTL,MD-80,None,4/24/2005 0:00,No damage,DELTA AIR LINES,California,Approach,Medium,No Cloud,N,600,No
231858,Airplane,CHICAGO O'HARE INTL ARPT,B-777-200,None,5/12/2005 0:00,No damage,UNITED AIRLINES,Illinois,Approach,Medium,Overcast,Y,"6,000",No
232091,Airplane,GULFPORT BILOXI REGIONAL,B-737,None,6/13/2005 0:00,No damage,CONTINENTAL AIRLINES,Mississippi,Landing Roll,Small,No Cloud,N,0,Yes
235709,Airplane,BOB HOPE ARPT,B-737-300,None,6/24/2005 0:00,Damage,SOUTHWEST AIRLINES,California,Approach,Small,No Cloud,N,10,Yes
233572,Airplane,THEODORE FRANCIS GREEN STATE,MD-82,None,7/18/2005 0:00,No damage,AMERICAN AIRLINES,Rhode Island,Take-off run,Small,Overcast,N,0,No
231878,Airplane,SACRAMENTO INTL,B-737-800,None,7/25/2005 0:00,No damage,DELTA AIR LINES,California,Take-off run,Small,No Cloud,Y,0,Yes
235225,Airplane,RONALD REAGAN WASHINGTON NATL,B-737-400,None,7/26/2005 0:00,No damage,US AIRWAYS,DC,Climb,Small,No Cloud,Y,100,Yes
233208,Airplane,RONALD REAGAN WASHINGTON NATL,B-737-400,None,7/26/2005 0:00,No damage,AIRNET EXPRESS,DC,Climb,Medium,No Cloud,Y,100,Yes
230077,Airplane,BALTIMORE WASH INTL,B-737-300,None,8/2/2005 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Approach,Small,No Cloud,Y,20,Yes
233398,Airplane,CLARK INTL,B-757-200,Other,8/13/2005 0:00,No damage,UPS AIRLINES,N/A,Approach,Small,Overcast,N,100,Yes
235594,Airplane,HILO INTL ARPT,B-717-200,None,9/2/2005 0:00,No damage,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Overcast,N,0,No
229660,Airplane,HILO INTL ARPT,B-717-200,None,9/3/2005 0:00,No damage,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Some Cloud,N,0,No
232524,Airplane,EL MONTE ARPT,PA-31 NAVAJO,Aborted Take-off,9/7/2005 0:00,No damage,AMERIFLIGHT,California,Take-off run,Small,No Cloud,Y,0,No
238451,Airplane,SPIRIT OF ST LOUIS,BE-100 KING,None,9/13/2005 0:00,Damage,BUSINESS,Missouri,Approach,Small,Some Cloud,N,100,No
237889,Airplane,SALT LAKE CITY INTL,PA-31 NAVAJO,None,9/20/2005 0:00,No damage,SALMON AIR,Utah,Approach,Small,No Cloud,Y,150,No
238478,Airplane,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,9/21/2005 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,Small,No Cloud,Y,15,Yes
236097,Airplane,CAPITAL CITY ARPT (PA),BE-200 KING,None,9/30/2005 0:00,No damage,BUSINESS,Pennsylvania,Take-off run,Small,No Cloud,N,0,No
238180,Airplane,LAMBERT-ST LOUIS INTL,MD-88,Precautionary Landing,10/14/2005 0:00,No damage,DELTA AIR LINES,Missouri,Take-off run,Small,No Cloud,Y,0,No
236344,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ700,None,10/20/2005 0:00,No damage,COMAIR AIRLINES,Kentucky,Approach,Small,Overcast,Y,150,No
234965,Airplane,OUTAGAMIE COUNTY REGIONAL,SAAB-340,Precautionary Landing,11/6/2005 0:00,No damage,MESABA AIRLINES,Wisconsin,Take-off run,Small,Some Cloud,Y,0,No
233948,Airplane,QUAD CITY ARPT,CL-RJ100/200,Other,11/11/2005 0:00,No damage,MESA AIRLINES,Illinois,Climb,Small,No Cloud,Y,25,No
